Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","RUS","Russian Federation","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","92052","I","Imputed value"
"RL","Land Use","RWA","Rwanda","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1958.6","I","Imputed value"
"RL","Land Use","RWA","Rwanda","5110","Area","6621","Arable land","2020","2020","1000 ha","1214.6","I","Imputed value"
"RL","Land Use","RWA","Rwanda","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","398","I","Imputed value"
"RL","Land Use","SHN","Saint Helena, Ascension and Tristan da Cunha","5110","Area","6610","Agricultural land","2020","2020","1000 ha","12","I","Imputed value"
"RL","Land Use","SHN","Saint Helena, Ascension and Tristan da Cunha","5110","Area","6621","Arable land","2020","2020","1000 ha","4","I","Imputed value"
"RL","Land Use","SHN","Saint Helena, Ascension and Tristan da Cunha","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","8","I","Imputed value"
"RL","Land Use","KNA","Saint Kitts and Nevis","5110","Area","6610","Agricultural land","2020","2020","1000 ha","6","I","Imputed value"
"RL","Land Use","KNA","Saint Kitts and Nevis","5110","Area","6621","Arable land","2020","2020","1000 ha","5","I","Imputed value"
"RL","Land Use","KNA","Saint Kitts and Nevis","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","0.9","I","Imputed value"
"RL","Land Use","LCA","Saint Lucia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","9.94","I","Imputed value"
"RL","Land Use","LCA","Saint Lucia","5110","Area","6621","Arable land","2020","2020","1000 ha","2.67","I","Imputed value"
"RL","Land Use","LCA","Saint Lucia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","0.37","I","Imputed value"
"RL","Land Use","SPM","Saint Pierre and Miquelon","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2","I","Imputed value"
"RL","Land Use","SPM","Saint Pierre and Miquelon","5110","Area","6621","Arable land","2020","2020","1000 ha","2","I","Imputed value"
"RL","Land Use","VCT","Saint Vincent and the Grenadines","5110","Area","6610","Agricultural land","2020","2020","1000 ha","7","I","Imputed value"
"RL","Land Use","VCT","Saint Vincent and the Grenadines","5110","Area","6621","Arable land","2020","2020","1000 ha","2","I","Imputed value"
"RL","Land Use","VCT","Saint Vincent and the Grenadines","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2","I","Imputed value"
"RL","Land Use","WSM","Samoa","5110","Area","6610","Agricultural land","2020","2020","1000 ha","49.41","I","Imputed value"
"RL","Land Use","WSM","Samoa","5110","Area","6621","Arable land","2020","2020","1000 ha","11.29","I","Imputed value"
"RL","Land Use","WSM","Samoa","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","6.41","I","Imputed value"
"RL","Land Use","SMR","San Marino","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2.3","I","Imputed value"
"RL","Land Use","SMR","San Marino","5110","Area","6621","Arable land","2020","2020","1000 ha","1.985","I","Imputed value"
"RL","Land Use","STP","Sao Tome and Principe","5110","Area","6610","Agricultural land","2020","2020","1000 ha","42","I","Imputed value"
"RL","Land Use","STP","Sao Tome and Principe","5110","Area","6621","Arable land","2020","2020","1000 ha","4","I","Imputed value"
"RL","Land Use","STP","Sao Tome and Principe","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1","I","Imputed value"
"RL","Land Use","SAU","Saudi Arabia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","173637.37","I","Imputed value"
"RL","Land Use","SAU","Saudi Arabia","5110","Area","6621","Arable land","2020","2020","1000 ha","3430","I","Imputed value"
"RL","Land Use","SAU","Saudi Arabia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","170000","I","Imputed value"
"RL","Land Use","SEN","Senegal","5110","Area","6610","Agricultural land","2020","2020","1000 ha","9430","I","Imputed value"
"RL","Land Use","SEN","Senegal","5110","Area","6621","Arable land","2020","2020","1000 ha","3750","I","Imputed value"
"RL","Land Use","SEN","Senegal","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","5600","I","Imputed value"
"RL","Land Use","SRB","Serbia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3482","A","Official figure"
"RL","Land Use","SRB","Serbia","5110","Area","6621","Arable land","2020","2020","1000 ha","2604","A","Official figure"
"RL","Land Use","SRB","Serbia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","671","A","Official figure"
"RL","Land Use","SYC","Seychelles","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1.55","I","Imputed value"
"RL","Land Use","SYC","Seychelles","5110","Area","6621","Arable land","2020","2020","1000 ha","0.15","I","Imputed value"
"RL","Land Use","SLE","Sierra Leone","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3949","I","Imputed value"
"RL","Land Use","SLE","Sierra Leone","5110","Area","6621","Arable land","2020","2020","1000 ha","1584","I","Imputed value"
"RL","Land Use","SLE","Sierra Leone","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2200","I","Imputed value"
"RL","Land Use","SGP","Singapore","5110","Area","6610","Agricultural land","2020","2020","1000 ha","0.66","I","Imputed value"
"RL","Land Use","SGP","Singapore","5110","Area","6621","Arable land","2020","2020","1000 ha","0.56","I","Imputed value"
"RL","Land Use","SVK","Slovakia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1883","A","Official figure"
"RL","Land Use","SVK","Slovakia","5110","Area","6621","Arable land","2020","2020","1000 ha","1346","A","Official figure"
"RL","Land Use","SVK","Slovakia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","519","A","Official figure"
"RL","Land Use","SVN","Slovenia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","610.49","A","Official figure"
"RL","Land Use","SVN","Slovenia","5110","Area","6621","Arable land","2020","2020","1000 ha","181.03","A","Official figure"
"RL","Land Use","SVN","Slovenia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","376.54","A","Official figure"
"RL","Land Use","SLB","Solomon Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","120","I","Imputed value"
"RL","Land Use","SLB","Solomon Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","23","I","Imputed value"
"RL","Land Use","SLB","Solomon Islands","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","8","I","Imputed value"
"RL","Land Use","SOM","Somalia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","44128","I","Imputed value"
"RL","Land Use","SOM","Somalia","5110","Area","6621","Arable land","2020","2020","1000 ha","1100","I","Imputed value"
"RL","Land Use","SOM","Somalia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","43000","I","Imputed value"
"RL","Land Use","ZAF","South Africa","5110","Area","6610","Agricultural land","2020","2020","1000 ha","96341","I","Imputed value"
"RL","Land Use","ZAF","South Africa","5110","Area","6621","Arable land","2020","2020","1000 ha","12000","I","Imputed value"
"RL","Land Use","ZAF","South Africa","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","83928","I","Imputed value"
"RL","Land Use","SSD","South Sudan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","28250.7","A","Official figure"
"RL","Land Use","SSD","South Sudan","5110","Area","6621","Arable land","2020","2020","1000 ha","2394.7","I","Imputed value"
"RL","Land Use","SSD","South Sudan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","25773","A","Official figure"
"RL","Land Use","ESP","Spain","5110","Area","6610","Agricultural land","2020","2020","1000 ha","26142.6381","A","Official figure"
"RL","Land Use","ESP","Spain","5110","Area","6621","Arable land","2020","2020","1000 ha","11639.3981","A","Official figure"
"RL","Land Use","ESP","Spain","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","9496.243","A","Official figure"
"RL","Land Use","LKA","Sri Lanka","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2812","I","Imputed value"
"RL","Land Use","LKA","Sri Lanka","5110","Area","6621","Arable land","2020","2020","1000 ha","1372","A","Official figure"
"RL","Land Use","LKA","Sri Lanka","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","440","I","Imputed value"
"RL","Land Use","SDN","Sudan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","112664.84","I","Imputed value"
"RL","Land Use","SDN","Sudan","5110","Area","6621","Arable land","2020","2020","1000 ha","20994.84","I","Imputed value"
"RL","Land Use","SDN","Sudan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","91454","I","Imputed value"
"RL","Land Use","SUR","Suriname","5110","Area","6610","Agricultural land","2020","2020","1000 ha","80","A","Official figure"
"RL","Land Use","SUR","Suriname","5110","Area","6621","Arable land","2020","2020","1000 ha","60","A","Official figure"
"RL","Land Use","SUR","Suriname","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","16","A","Official figure"
"RL","Land Use","SWE","Sweden","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3005.54","A","Official figure"
"RL","Land Use","SWE","Sweden","5110","Area","6621","Arable land","2020","2020","1000 ha","2538.55","A","Official figure"
"RL","Land Use","SWE","Sweden","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","463.52","A","Official figure"
"RL","Land Use","CHE","Switzerland","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1502.4369","A","Official figure"
"RL","Land Use","CHE","Switzerland","5110","Area","6621","Arable land","2020","2020","1000 ha","399.8415","A","Official figure"
"RL","Land Use","CHE","Switzerland","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1077.3998","A","Official figure"
"RL","Land Use","SYR","Syrian Arab Republic","5110","Area","6610","Agricultural land","2020","2020","1000 ha","13913.376","I","Imputed value"
"RL","Land Use","SYR","Syrian Arab Republic","5110","Area","6621","Arable land","2020","2020","1000 ha","4660.617","I","Imputed value"
"RL","Land Use","SYR","Syrian Arab Republic","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","8186.759","A","Official figure"
"RL","Land Use","TJK","Tajikistan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","4916","I","Imputed value"
"RL","Land Use","TJK","Tajikistan","5110","Area","6621","Arable land","2020","2020","1000 ha","839.4","A","Official figure"
"RL","Land Use","TJK","Tajikistan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","3875","I","Imputed value"
"RL","Land Use","THA","Thailand","5110","Area","6610","Agricultural land","2020","2020","1000 ha","23271.8997","I","Imputed value"
"RL","Land Use","THA","Thailand","5110","Area","6621","Arable land","2020","2020","1000 ha","16971.8997","I","Imputed value"
"RL","Land Use","THA","Thailand","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","800","I","Imputed value"
"RL","Land Use","TLS","Timor-Leste","5110","Area","6610","Agricultural land","2020","2020","1000 ha","341.4","I","Imputed value"
"RL","Land Use","TLS","Timor-Leste","5110","Area","6621","Arable land","2020","2020","1000 ha","111.5","I","Imputed value"
"RL","Land Use","TLS","Timor-Leste","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","150","I","Imputed value"
"RL","Land Use","TGO","Togo","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3820","I","Imputed value"
"RL","Land Use","TGO","Togo","5110","Area","6621","Arable land","2020","2020","1000 ha","2650","I","Imputed value"
"RL","Land Use","TGO","Togo","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1000","I","Imputed value"
"RL","Land Use","TKL","Tokelau","5110","Area","6610","Agricultural land","2020","2020","1000 ha","0.6","I","Imputed value"
"RL","Land Use","TON","Tonga","5110","Area","6610","Agricultural land","2020","2020","1000 ha","35","I","Imputed value"
"RL","Land Use","TON","Tonga","5110","Area","6621","Arable land","2020","2020","1000 ha","20","I","Imputed value"
"RL","Land Use","TON","Tonga","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","4","I","Imputed value"
"RL","Land Use","TTO","Trinidad and Tobago","5110","Area","6610","Agricultural land","2020","2020","1000 ha","54","I","Imputed value"
"RL","Land Use","TTO","Trinidad and Tobago","5110","Area","6621","Arable land","2020","2020","1000 ha","25","I","Imputed value"
"RL","Land Use","TTO","Trinidad and Tobago","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","7","I","Imputed value"
"RL","Land Use","TUN","Tunisia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","9700.5","I","Imputed value"
"RL","Land Use","TUN","Tunisia","5110","Area","6621","Arable land","2020","2020","1000 ha","2831.3","I","Imputed value"
"RL","Land Use","TUN","Tunisia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","4750","I","Imputed value"
"RL","Land Use","TUR","Türkiye","5110","Area","6610","Agricultural land","2020","2020","1000 ha","37762","A","Official figure"
"RL","Land Use","TUR","Türkiye","5110","Area","6621","Arable land","2020","2020","1000 ha","19586","A","Official figure"
"RL","Land Use","TUR","Türkiye","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","14617","A","Official figure"
"RL","Land Use","TKM","Turkmenistan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","33838","I","Imputed value"
"RL","Land Use","TKM","Turkmenistan","5110","Area","6621","Arable land","2020","2020","1000 ha","1940","I","Imputed value"
"RL","Land Use","TKM","Turkmenistan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","31838","I","Imputed value"
"RL","Land Use","TCA","Turks and Caicos Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1","I","Imputed value"
"RL","Land Use","TCA","Turks and Caicos Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","1","I","Imputed value"
"RL","Land Use","TUV","Tuvalu","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1.8","I","Imputed value"
"RL","Land Use","UGA","Uganda","5110","Area","6610","Agricultural land","2020","2020","1000 ha","14415","I","Imputed value"
"RL","Land Use","UGA","Uganda","5110","Area","6621","Arable land","2020","2020","1000 ha","6900","I","Imputed value"
"RL","Land Use","UGA","Uganda","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","5315","I","Imputed value"
"RL","Land Use","UKR","Ukraine","5110","Area","6610","Agricultural land","2020","2020","1000 ha","41311","A","Official figure"
"RL","Land Use","UKR","Ukraine","5110","Area","6621","Arable land","2020","2020","1000 ha","32924","A","Official figure"
"RL","Land Use","UKR","Ukraine","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","7534","A","Official figure"
"RL","Land Use","ARE","United Arab Emirates","5110","Area","6610","Agricultural land","2020","2020","1000 ha","389.8","I","Imputed value"
"RL","Land Use","ARE","United Arab Emirates","5110","Area","6621","Arable land","2020","2020","1000 ha","49","A","Official figure"
"RL","Land Use","ARE","United Arab Emirates","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","300","I","Imputed value"
"RL","Land Use","GBR","United Kingdom of Great Britain and Northern Ireland","5110","Area","6610","Agricultural land","2020","2020","1000 ha","17259.2981","A","Official figure"
"RL","Land Use","GBR","United Kingdom of Great Britain and Northern Ireland","5110","Area","6621","Arable land","2020","2020","1000 ha","5978.5022","A","Official figure"
"RL","Land Use","GBR","United Kingdom of Great Britain and Northern Ireland","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","11235.702","A","Official figure"
"RL","Land Use","TZA","United Republic of Tanzania","5110","Area","6610","Agricultural land","2020","2020","1000 ha","39521.2","I","Imputed value"
"RL","Land Use","TZA","United Republic of Tanzania","5110","Area","6621","Arable land","2020","2020","1000 ha","13502.5","I","Imputed value"
"RL","Land Use","TZA","United Republic of Tanzania","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","24000","I","Imputed value"
"RL","Land Use","USA","United States of America","5110","Area","6610","Agricultural land","2020","2020","1000 ha","405810.3538","I","Imputed value"
"RL","Land Use","USA","United States of America","5110","Area","6621","Arable land","2020","2020","1000 ha","157736.8","I","Imputed value"
"RL","Land Use","USA","United States of America","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","245373.5538","I","Imputed value"
"RL","Land Use","VIR","United States Virgin Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3.3","I","Imputed value"
"RL","Land Use","VIR","United States Virgin Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","0.9","I","Imputed value"
"RL","Land Use","VIR","United States Virgin Islands","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2.2","I","Imputed value"
"RL","Land Use","URY","Uruguay","5110","Area","6610","Agricultural land","2020","2020","1000 ha","14063.4","I","Imputed value"
"RL","Land Use","URY","Uruguay","5110","Area","6621","Arable land","2020","2020","1000 ha","2024.4","I","Imputed value"
"RL","Land Use","URY","Uruguay","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","12000","I","Imputed value"
"RL","Land Use","UZB","Uzbekistan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","25682.5","I","Imputed value"
"RL","Land Use","UZB","Uzbekistan","5110","Area","6621","Arable land","2020","2020","1000 ha","4023","A","Official figure"
"RL","Land Use","UZB","Uzbekistan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","21244.3","A","Official figure"
"RL","Land Use","VUT","Vanuatu","5110","Area","6610","Agricultural land","2020","2020","1000 ha","187","I","Imputed value"
"RL","Land Use","VUT","Vanuatu","5110","Area","6621","Arable land","2020","2020","1000 ha","20","I","Imputed value"
"RL","Land Use","VUT","Vanuatu","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","42","I","Imputed value"
"RL","Land Use","VEN","Venezuela (Bolivarian Republic of)","5110","Area","6610","Agricultural land","2020","2020","1000 ha","21500","I","Imputed value"
"RL","Land Use","VEN","Venezuela (Bolivarian Republic of)","5110","Area","6621","Arable land","2020","2020","1000 ha","2600","I","Imputed value"
"RL","Land Use","VEN","Venezuela (Bolivarian Republic of)","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","18200","I","Imputed value"
"RL","Land Use","VNM","Viet Nam","5110","Area","6610","Agricultural land","2020","2020","1000 ha","12360","I","Imputed value"
"RL","Land Use","VNM","Viet Nam","5110","Area","6621","Arable land","2020","2020","1000 ha","6787","A","Official figure"
"RL","Land Use","VNM","Viet Nam","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","642","I","Imputed value"
"RL","Land Use","WLF","Wallis and Futuna Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","6","I","Imputed value"
"RL","Land Use","WLF","Wallis and Futuna Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","1","I","Imputed value"
"RL","Land Use","ESH","Western Sahara","5110","Area","6610","Agricultural land","2020","2020","1000 ha","5004","I","Imputed value"
"RL","Land Use","ESH","Western Sahara","5110","Area","6621","Arable land","2020","2020","1000 ha","4","I","Imputed value"
"RL","Land Use","ESH","Western Sahara","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","5000","I","Imputed value"
"RL","Land Use","YEM","Yemen","5110","Area","6610","Agricultural land","2020","2020","1000 ha","23452","I","Imputed value"
"RL","Land Use","YEM","Yemen","5110","Area","6621","Arable land","2020","2020","1000 ha","1158","I","Imputed value"
"RL","Land Use","YEM","Yemen","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","22000","I","Imputed value"
"RL","Land Use","ZMB","Zambia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","23839","I","Imputed value"
"RL","Land Use","ZMB","Zambia","5110","Area","6621","Arable land","2020","2020","1000 ha","3800","I","Imputed value"
"RL","Land Use","ZMB","Zambia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","20000","I","Imputed value"
"RL","Land Use","ZWE","Zimbabwe","5110","Area","6610","Agricultural land","2020","2020","1000 ha","16200","I","Imputed value"
"RL","Land Use","ZWE","Zimbabwe","5110","Area","6621","Arable land","2020","2020","1000 ha","4000","I","Imputed value"
"RL","Land Use","ZWE","Zimbabwe","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","12100","I","Imputed value"
